antecedents,consequents,support,confidence,lift
frozenset({'Income_Low'}),"frozenset({'NumWebPurchases_Low', 'Customer_Seniority_Low'})",0.08392857142857142,0.25167336010709507,1.7562253166351807
"frozenset({'Total_Spent_Low', 'Customer_Seniority_Low'})",frozenset({'Income_Low'}),0.10267857142857142,0.7255520504731862,2.175684863534052
"frozenset({'Total_Spent_Low', 'Income_Low'})",frozenset({'Customer_Seniority_Low'}),0.10267857142857142,0.38917089678510997,1.157692973172173
"frozenset({'Customer_Seniority_Low', 'Income_Low'})",frozenset({'Total_Spent_Low'}),0.10267857142857142,0.9465020576131686,2.834444664510024
frozenset({'Total_Spent_Low'}),"frozenset({'Customer_Seniority_Low', 'Income_Low'})",0.10267857142857142,0.3074866310160428,2.834444664510024
frozenset({'Customer_Seniority_Low'}),"frozenset({'Total_Spent_Low', 'Income_Low'})",0.10267857142857142,0.30544488711819384,1.157692973172173
frozenset({'Income_Low'}),"frozenset({'Total_Spent_Low', 'Customer_Seniority_Low'})",0.10267857142857142,0.3078982597054886,2.175684863534052
"frozenset({'Income_Med', 'Customer_Seniority_Low'})",frozenset({'Total_Spent_Med'}),0.060714285714285714,0.5787234042553191,1.7400542624589461
"frozenset({'Customer_Seniority_Low', 'Total_Spent_Med'})",frozenset({'Income_Med'}),0.060714285714285714,0.6267281105990783,1.8818645680186803
frozenset({'Income_Med'}),"frozenset({'Customer_Seniority_Low', 'Total_Spent_Med'})",0.060714285714285714,0.18230563002680966,1.8818645680186803
frozenset({'Total_Spent_Med'}),"frozenset({'Income_Med', 'Customer_Seniority_Low'})",0.060714285714285714,0.18255033557046982,1.7400542624589463
"frozenset({'NumWebPurchases_Low', 'Customer_Seniority_Low'})",frozenset({'Recency_High'}),0.05133928571428571,0.3582554517133956,1.0757268255201156
"frozenset({'NumWebPurchases_Low', 'Recency_High'})",frozenset({'Customer_Seniority_Low'}),0.05133928571428571,0.42910447761194026,1.2764860954193176
"frozenset({'Customer_Seniority_Low', 'Recency_High'})",frozenset({'NumWebPurchases_Low'}),0.05133928571428571,0.45098039215686275,1.3017990701435214
frozenset({'NumWebPurchases_Low'}),"frozenset({'Customer_Seniority_Low', 'Recency_High'})",0.05133928571428571,0.1481958762886598,1.3017990701435214
frozenset({'Customer_Seniority_Low'}),"frozenset({'NumWebPurchases_Low', 'Recency_High'})",0.05133928571428571,0.15272244355909692,1.2764860954193176
frozenset({'Recency_High'}),"frozenset({'NumWebPurchases_Low', 'Customer_Seniority_Low'})",0.05133928571428571,0.15415549597855227,1.0757268255201156
"frozenset({'NumWebPurchases_Low', 'Customer_Seniority_Low'})",frozenset({'Recency_Low'}),0.05044642857142857,0.3520249221183801,1.0334676612649691
"frozenset({'NumWebPurchases_Low', 'Recency_Low'})",frozenset({'Customer_Seniority_Low'}),0.05044642857142857,0.4329501915708812,1.2879262006889427
"frozenset({'Customer_Seniority_Low', 'Recency_Low'})",frozenset({'NumWebPurchases_Low'}),0.05044642857142857,0.424812030075188,1.2262615301139448
frozenset({'NumWebPurchases_Low'}),"frozenset({'Customer_Seniority_Low', 'Recency_Low'})",0.05044642857142857,0.14561855670103094,1.2262615301139448
frozenset({'Customer_Seniority_Low'}),"frozenset({'NumWebPurchases_Low', 'Recency_Low'})",0.05044642857142857,0.15006640106241698,1.2879262006889427
frozenset({'Recency_Low'}),"frozenset({'NumWebPurchases_Low', 'Customer_Seniority_Low'})",0.05044642857142857,0.14809960681520315,1.0334676612649691
"frozenset({'NumWebPurchases_Low', 'Total_Spent_Low'})",frozenset({'Customer_Seniority_Low'}),0.11964285714285715,0.41875000000000007,1.245683930942895
"frozenset({'NumWebPurchases_Low', 'Customer_Seniority_Low'})",frozenset({'Total_Spent_Low'}),0.11964285714285715,0.8348909657320873,2.5002082396255023
"frozenset({'Total_Spent_Low', 'Customer_Seniority_Low'})",frozenset({'NumWebPurchases_Low'}),0.11964285714285715,0.8454258675078865,2.4404045660021465
frozenset({'NumWebPurchases_Low'}),"frozenset({'Total_Spent_Low', 'Customer_Seniority_Low'})",0.11964285714285715,0.3453608247422681,2.440404566002147
frozenset({'Total_Spent_Low'}),"frozenset({'NumWebPurchases_Low', 'Customer_Seniority_Low'})",0.11964285714285715,0.358288770053476,2.5002082396255023
frozenset({'Customer_Seniority_Low'}),"frozenset({'NumWebPurchases_Low', 'Total_Spent_Low'})",0.11964285714285715,0.35590969455511284,1.245683930942895
"frozenset({'Total_Spent_High', 'Customer_Seniority_Low'})",frozenset({'NumWebPurchases_Med'}),0.05267857142857143,0.5388127853881278,1.4437088986476152
"frozenset({'Total_Spent_High', 'NumWebPurchases_Med'})",frozenset({'Customer_Seniority_Low'}),0.05267857142857143,0.3480825958702065,1.035464827024253
"frozenset({'Customer_Seniority_Low', 'NumWebPurchases_Med'})",frozenset({'Total_Spent_High'}),0.05267857142857143,0.4259927797833935,1.2774080678913005
frozenset({'Total_Spent_High'}),"frozenset({'Customer_Seniority_Low', 'NumWebPurchases_Med'})",0.05267857142857143,0.15796519410977244,1.2774080678913007
frozenset({'Customer_Seniority_Low'}),"frozenset({'Total_Spent_High', 'NumWebPurchases_Med'})",0.05267857142857143,0.15670650730411687,1.035464827024253
frozenset({'NumWebPurchases_Med'}),"frozenset({'Total_Spent_High', 'Customer_Seniority_Low'})",0.05267857142857143,0.14114832535885166,1.4437088986476152
"frozenset({'Income_High', 'Customer_Seniority_Med'})",frozenset({'Engagement_Score_High'}),0.05669642857142857,0.5619469026548672,1.790556275884641
"frozenset({'Engagement_Score_High', 'Customer_Seniority_Med'})",frozenset({'Income_High'}),0.05669642857142857,0.6135265700483091,1.8397583894353582
frozenset({'Income_High'}),"frozenset({'Engagement_Score_High', 'Customer_Seniority_Med'})",0.05669642857142857,0.17001338688085676,1.8397583894353582
frozenset({'Engagement_Score_High'}),"frozenset({'Income_High', 'Customer_Seniority_Med'})",0.05669642857142857,0.1806543385490754,1.790556275884641
"frozenset({'NumWebPurchases_High', 'Customer_Seniority_Med'})",frozenset({'Engagement_Score_High'}),0.06696428571428571,0.7537688442211055,2.4017670143033802
"frozenset({'Engagement_Score_High', 'Customer_Seniority_Med'})",frozenset({'NumWebPurchases_High'}),0.06696428571428571,0.7246376811594202,2.5846949136896518
frozenset({'NumWebPurchases_High'}),"frozenset({'Engagement_Score_High', 'Customer_Seniority_Med'})",0.06696428571428571,0.23885350318471338,2.5846949136896518
frozenset({'Engagement_Score_High'}),"frozenset({'NumWebPurchases_High', 'Customer_Seniority_Med'})",0.06696428571428571,0.21337126600284495,2.4017670143033802
"frozenset({'Total_Spent_High', 'Customer_Seniority_Med'})",frozenset({'Engagement_Score_High'}),0.06294642857142857,0.6351351351351352,2.0237591788089655
"frozenset({'Engagement_Score_High', 'Customer_Seniority_Med'})",frozenset({'Total_Spent_High'}),0.06294642857142857,0.681159420289855,2.042566400869177
frozenset({'Total_Spent_High'}),"frozenset({'Engagement_Score_High', 'Customer_Seniority_Med'})",0.06294642857142857,0.1887550200803213,2.0425664008691773
frozenset({'Engagement_Score_High'}),"frozenset({'Total_Spent_High', 'Customer_Seniority_Med'})",0.06294642857142857,0.20056899004267426,2.0237591788089655
"frozenset({'Engagement_Score_Low', 'Customer_Seniority_Med'})",frozenset({'Income_Low'}),0.09196428571428572,0.7054794520547946,2.1154939392272287
"frozenset({'Engagement_Score_Low', 'Income_Low'})",frozenset({'Customer_Seniority_Med'}),0.09196428571428572,0.34276206322795344,1.0361498267619647
"frozenset({'Customer_Seniority_Med', 'Income_Low'})",frozenset({'Engagement_Score_Low'}),0.09196428571428572,0.834008097165992,2.1424061211603465
frozenset({'Engagement_Score_Low'}),"frozenset({'Customer_Seniority_Med', 'Income_Low'})",0.09196428571428572,0.23623853211009177,2.1424061211603465
frozenset({'Customer_Seniority_Med'}),"frozenset({'Engagement_Score_Low', 'Income_Low'})",0.09196428571428572,0.27800269905533065,1.0361498267619644
frozenset({'Income_Low'}),"frozenset({'Engagement_Score_Low', 'Customer_Seniority_Med'})",0.09196428571428572,0.27576974564926376,2.1154939392272287
"frozenset({'Engagement_Score_Low', 'NumWebPurchases_Low'})",frozenset({'Customer_Seniority_Med'}),0.10758928571428572,0.34135977337110485,1.0319107858991563
"frozenset({'Engagement_Score_Low', 'Customer_Seniority_Med'})",frozenset({'NumWebPurchases_Low'}),0.10758928571428572,0.8253424657534246,2.382431859906793
"frozenset({'NumWebPurchases_Low', 'Customer_Seniority_Med'})",frozenset({'Engagement_Score_Low'}),0.10758928571428572,0.9233716475095786,2.37196386516222
frozenset({'Engagement_Score_Low'}),"frozenset({'NumWebPurchases_Low', 'Customer_Seniority_Med'})",0.10758928571428572,0.27637614678899086,2.3719638651622206
frozenset({'NumWebPurchases_Low'}),"frozenset({'Engagement_Score_Low', 'Customer_Seniority_Med'})",0.10758928571428572,0.31056701030927836,2.382431859906793
frozenset({'Customer_Seniority_Med'}),"frozenset({'Engagement_Score_Low', 'NumWebPurchases_Low'})",0.10758928571428572,0.3252361673414305,1.0319107858991563
"frozenset({'Engagement_Score_Low', 'Total_Spent_Low'})",frozenset({'Customer_Seniority_Med'}),0.10803571428571429,0.3342541436464088,1.0104308795788877
"frozenset({'Engagement_Score_Low', 'Customer_Seniority_Med'})",frozenset({'Total_Spent_Low'}),0.10803571428571429,0.8287671232876712,2.4818694601128124
"frozenset({'Total_Spent_Low', 'Customer_Seniority_Med'})",frozenset({'Engagement_Score_Low'}),0.10803571428571429,0.9877551020408164,2.5373525557011796
frozenset({'Engagement_Score_Low'}),"frozenset({'Total_Spent_Low', 'Customer_Seniority_Med'})",0.10803571428571429,0.2775229357798165,2.5373525557011796
frozenset({'Total_Spent_Low'}),"frozenset({'Engagement_Score_Low', 'Customer_Seniority_Med'})",0.10803571428571429,0.3235294117647059,2.4818694601128124
frozenset({'Customer_Seniority_Med'}),"frozenset({'Engagement_Score_Low', 'Total_Spent_Low'})",0.10803571428571429,0.32658569500674767,1.0104308795788877
"frozenset({'Income_Med', 'Customer_Seniority_Med'})",frozenset({'Engagement_Score_Med'}),0.05178571428571429,0.4328358208955224,1.4579732914375492
"frozenset({'Income_Med', 'Engagement_Score_Med'})",frozenset({'Customer_Seniority_Med'}),0.05178571428571429,0.4549019607843138,1.375142229631394
"frozenset({'Engagement_Score_Med', 'Customer_Seniority_Med'})",frozenset({'Income_Med'}),0.05178571428571429,0.4793388429752066,1.439301619657457
frozenset({'Income_Med'}),"frozenset({'Engagement_Score_Med', 'Customer_Seniority_Med'})",0.05178571428571429,0.15549597855227884,1.439301619657457
frozenset({'Customer_Seniority_Med'}),"frozenset({'Income_Med', 'Engagement_Score_Med'})",0.05178571428571429,0.15654520917678813,1.3751422296313938
frozenset({'Engagement_Score_Med'}),"frozenset({'Income_Med', 'Customer_Seniority_Med'})",0.05178571428571429,0.17443609022556392,1.4579732914375492
"frozenset({'Engagement_Score_Med', 'Customer_Seniority_Med'})",frozenset({'NumWebPurchases_Med'}),0.07991071428571428,0.7396694214876032,1.9818893590098459
"frozenset({'Engagement_Score_Med', 'NumWebPurchases_Med'})",frozenset({'Customer_Seniority_Med'}),0.07991071428571428,0.3660531697341513,1.1065574901545194
"frozenset({'Customer_Seniority_Med', 'NumWebPurchases_Med'})",frozenset({'Engagement_Score_Med'}),0.07991071428571428,0.6370106761565836,2.145720172316913
frozenset({'Engagement_Score_Med'}),"frozenset({'Customer_Seniority_Med', 'NumWebPurchases_Med'})",0.07991071428571428,0.26917293233082706,2.1457201723169135
frozenset({'Customer_Seniority_Med'}),"frozenset({'Engagement_Score_Med', 'NumWebPurchases_Med'})",0.07991071428571428,0.24156545209176786,1.1065574901545194
frozenset({'NumWebPurchases_Med'}),"frozenset({'Engagement_Score_Med', 'Customer_Seniority_Med'})",0.07991071428571428,0.21411483253588515,1.9818893590098459
"frozenset({'Engagement_Score_Med', 'Total_Spent_Med'})",frozenset({'Customer_Seniority_Med'}),0.07321428571428572,0.4120603015075377,1.24563437972589
"frozenset({'Engagement_Score_Med', 'Customer_Seniority_Med'})",frozenset({'Total_Spent_Med'}),0.07321428571428572,0.6776859504132231,2.037606079094792
"frozenset({'Total_Spent_Med', 'Customer_Seniority_Med'})",frozenset({'Engagement_Score_Med'}),0.07321428571428572,0.5985401459854015,2.0161352285824052
frozenset({'Engagement_Score_Med'}),"frozenset({'Total_Spent_Med', 'Customer_Seniority_Med'})",0.07321428571428572,0.24661654135338348,2.0161352285824052
frozenset({'Total_Spent_Med'}),"frozenset({'Engagement_Score_Med', 'Customer_Seniority_Med'})",0.07321428571428572,0.22013422818791947,2.037606079094792
frozenset({'Customer_Seniority_Med'}),"frozenset({'Engagement_Score_Med', 'Total_Spent_Med'})",0.07321428571428572,0.2213225371120108,1.24563437972589
"frozenset({'Total_Spent_High', 'Customer_Seniority_Med'})",frozenset({'Income_High'}),0.08303571428571428,0.8378378378378378,2.5123919099822714
"frozenset({'Income_High', 'Customer_Seniority_Med'})",frozenset({'Total_Spent_High'}),0.08303571428571428,0.8230088495575221,2.467924796531258
frozenset({'Total_Spent_High'}),"frozenset({'Income_High', 'Customer_Seniority_Med'})",0.08303571428571428,0.248995983935743,2.467924796531258
frozenset({'Income_High'}),"frozenset({'Total_Spent_High', 'Customer_Seniority_Med'})",0.08303571428571428,0.248995983935743,2.512391909982272
"frozenset({'NumWebPurchases_Low', 'Customer_Seniority_Med'})",frozenset({'Income_Low'}),0.07901785714285714,0.6781609195402298,2.03357491267753
"frozenset({'NumWebPurchases_Low', 'Income_Low'})",frozenset({'Customer_Seniority_Med'}),0.07901785714285714,0.3397312859884837,1.02698796304211
"frozenset({'Customer_Seniority_Med', 'Income_Low'})",frozenset({'NumWebPurchases_Low'}),0.07901785714285714,0.7165991902834008,2.068533745147961
frozenset({'NumWebPurchases_Low'}),"frozenset({'Customer_Seniority_Med', 'Income_Low'})",0.07901785714285714,0.22809278350515463,2.068533745147961
frozenset({'Customer_Seniority_Med'}),"frozenset({'NumWebPurchases_Low', 'Income_Low'})",0.07901785714285714,0.2388663967611336,1.02698796304211
frozenset({'Income_Low'}),"frozenset({'NumWebPurchases_Low', 'Customer_Seniority_Med'})",0.07901785714285714,0.23694779116465864,2.03357491267753
"frozenset({'Total_Spent_Low', 'Customer_Seniority_Med'})",frozenset({'Income_Low'}),0.0875,0.7999999999999999,2.3989290495314592
"frozenset({'Total_Spent_Low', 'Income_Low'})",frozenset({'Customer_Seniority_Med'}),0.0875,0.3316412859560067,1.002532362404123
"frozenset({'Customer_Seniority_Med', 'Income_Low'})",frozenset({'Total_Spent_Low'}),0.0875,0.7935222672064777,2.3763233670354413
frozenset({'Total_Spent_Low'}),"frozenset({'Customer_Seniority_Med', 'Income_Low'})",0.0875,0.2620320855614973,2.3763233670354413
frozenset({'Customer_Seniority_Med'}),"frozenset({'Total_Spent_Low', 'Income_Low'})",0.0875,0.26450742240215924,1.002532362404123
frozenset({'Income_Low'}),"frozenset({'Total_Spent_Low', 'Customer_Seniority_Med'})",0.0875,0.26238286479250333,2.3989290495314592
"frozenset({'Income_Med', 'Total_Spent_Med'})",frozenset({'Customer_Seniority_Med'}),0.08348214285714285,0.40042826552462524,1.2104714099529832
"frozenset({'Income_Med', 'Customer_Seniority_Med'})",frozenset({'Total_Spent_Med'}),0.08348214285714285,0.6977611940298507,2.0979665431233094
"frozenset({'Total_Spent_Med', 'Customer_Seniority_Med'})",frozenset({'Income_Med'}),0.08348214285714285,0.6824817518248175,2.0492749652648676
frozenset({'Income_Med'}),"frozenset({'Total_Spent_Med', 'Customer_Seniority_Med'})",0.08348214285714285,0.25067024128686327,2.0492749652648676
frozenset({'Total_Spent_Med'}),"frozenset({'Income_Med', 'Customer_Seniority_Med'})",0.08348214285714285,0.25100671140939596,2.0979665431233094
frozenset({'Customer_Seniority_Med'}),"frozenset({'Income_Med', 'Total_Spent_Med'})",0.08348214285714285,0.252361673414305,1.2104714099529832
"frozenset({'NumWebPurchases_Low', 'Total_Spent_Low'})",frozenset({'Customer_Seniority_Med'}),0.09508928571428571,0.3328125,1.0060728744939271
"frozenset({'NumWebPurchases_Low', 'Customer_Seniority_Med'})",frozenset({'Total_Spent_Low'}),0.09508928571428571,0.8160919540229884,2.4439117339725858
"frozenset({'Total_Spent_Low', 'Customer_Seniority_Med'})",frozenset({'NumWebPurchases_Low'}),0.09508928571428571,0.8693877551020408,2.5095729013254786
frozenset({'NumWebPurchases_Low'}),"frozenset({'Total_Spent_Low', 'Customer_Seniority_Med'})",0.09508928571428571,0.2744845360824742,2.509572901325478
frozenset({'Total_Spent_Low'}),"frozenset({'NumWebPurchases_Low', 'Customer_Seniority_Med'})",0.09508928571428571,0.2847593582887701,2.443911733972586
frozenset({'Customer_Seniority_Med'}),"frozenset({'NumWebPurchases_Low', 'Total_Spent_Low'})",0.09508928571428571,0.2874493927125506,1.0060728744939271
"frozenset({'Total_Spent_Med', 'Customer_Seniority_Med'})",frozenset({'NumWebPurchases_Med'}),0.06517857142857143,0.5328467153284672,1.4277232563824958
"frozenset({'Total_Spent_Med', 'NumWebPurchases_Med'})",frozenset({'Customer_Seniority_Med'}),0.06517857142857143,0.3753213367609255,1.134574621247602
"frozenset({'Customer_Seniority_Med', 'NumWebPurchases_Med'})",frozenset({'Total_Spent_Med'}),0.06517857142857143,0.5195729537366548,1.5622059280135663
frozenset({'Total_Spent_Med'}),"frozenset({'Customer_Seniority_Med', 'NumWebPurchases_Med'})",0.06517857142857143,0.19597315436241614,1.5622059280135663
frozenset({'Customer_Seniority_Med'}),"frozenset({'Total_Spent_Med', 'NumWebPurchases_Med'})",0.06517857142857143,0.19703103913630232,1.134574621247602
frozenset({'NumWebPurchases_Med'}),"frozenset({'Total_Spent_Med', 'Customer_Seniority_Med'})",0.06517857142857143,0.17464114832535885,1.4277232563824958
"frozenset({'NumWebPurchases_High', 'Income_High'})",frozenset({'Engagement_Score_High'}),0.125,0.856269113149847,2.728368155697948
"frozenset({'NumWebPurchases_High', 'Engagement_Score_High'})",frozenset({'Income_High'}),0.125,0.5633802816901409,1.6893866545996192
"frozenset({'Income_High', 'Engagement_Score_High'})",frozenset({'NumWebPurchases_High'}),0.125,0.6466512702078522,2.30652682367132
frozenset({'NumWebPurchases_High'}),"frozenset({'Income_High', 'Engagement_Score_High'})",0.125,0.445859872611465,2.30652682367132
frozenset({'Income_High'}),"frozenset({'NumWebPurchases_High', 'Engagement_Score_High'})",0.125,0.3748326639892905,1.6893866545996192
frozenset({'Engagement_Score_High'}),"frozenset({'NumWebPurchases_High', 'Income_High'})",0.125,0.39829302987197723,2.728368155697948
"frozenset({'Income_High', 'NumWebPurchases_Med'})",frozenset({'Engagement_Score_High'}),0.061160714285714284,0.3753424657534246,1.1959703033964029
"frozenset({'Engagement_Score_High', 'NumWebPurchases_Med'})",frozenset({'Income_High'}),0.061160714285714284,0.7569060773480663,2.2697049708964774
frozenset({'Income_High'}),"frozenset({'Engagement_Score_High', 'NumWebPurchases_Med'})",0.061160714285714284,0.18340026773761714,2.2697049708964774
frozenset({'Engagement_Score_High'}),"frozenset({'Income_High', 'NumWebPurchases_Med'})",0.061160714285714284,0.19487908961593173,1.1959703033964029
"frozenset({'Income_High', 'Recency_High'})",frozenset({'Engagement_Score_High'}),0.061160714285714284,0.5502008032128514,1.7531291595971366
"frozenset({'Engagement_Score_High', 'Recency_High'})",frozenset({'Income_High'}),0.061160714285714284,0.6035242290748899,1.8097647565297905
frozenset({'Income_High'}),"frozenset({'Engagement_Score_High', 'Recency_High'})",0.061160714285714284,0.18340026773761714,1.8097647565297903
frozenset({'Engagement_Score_High'}),"frozenset({'Income_High', 'Recency_High'})",0.061160714285714284,0.19487908961593173,1.753129159597137
"frozenset({'Income_High', 'Recency_Low'})",frozenset({'Engagement_Score_High'}),0.06428571428571428,0.5603112840466926,1.7853446319553221
"frozenset({'Engagement_Score_High', 'Recency_Low'})",frozenset({'Income_High'}),0.06428571428571428,0.6127659574468084,1.8374775698538834
frozenset({'Income_High'}),"frozenset({'Engagement_Score_High', 'Recency_Low'})",0.06428571428571428,0.19277108433734938,1.8374775698538834
frozenset({'Engagement_Score_High'}),"frozenset({'Income_High', 'Recency_Low'})",0.06428571428571428,0.20483641536273114,1.7853446319553221
"frozenset({'Income_High', 'Engagement_Score_High'})",frozenset({'Recency_Med'}),0.06785714285714285,0.35103926096997684,1.0756880226713381
"frozenset({'Income_High', 'Recency_Med'})",frozenset({'Engagement_Score_High'}),0.06785714285714285,0.6307053941908712,2.009644499271055
"frozenset({'Recency_Med', 'Engagement_Score_High'})",frozenset({'Income_High'}),0.06785714285714285,0.6307053941908712,1.8912718647758389
frozenset({'Income_High'}),"frozenset({'Recency_Med', 'Engagement_Score_High'})",0.06785714285714285,0.2034805890227577,1.891271864775839
frozenset({'Engagement_Score_High'}),"frozenset({'Income_High', 'Recency_Med'})",0.06785714285714285,0.2162162162162162,2.009644499271055
frozenset({'Recency_Med'}),"frozenset({'Income_High', 'Engagement_Score_High'})",0.06785714285714285,0.20793433652530777,1.0756880226713381
"frozenset({'Total_Spent_High', 'Income_High'})",frozenset({'Engagement_Score_High'}),0.1669642857142857,0.6071428571428571,1.9345661450924607
"frozenset({'Total_Spent_High', 'Engagement_Score_High'})",frozenset({'Income_High'}),0.1669642857142857,0.7695473251028806,2.3076117914731626
"frozenset({'Income_High', 'Engagement_Score_High'})",frozenset({'Total_Spent_High'}),0.1669642857142857,0.8637413394919168,2.590067738235467
frozenset({'Total_Spent_High'}),"frozenset({'Income_High', 'Engagement_Score_High'})",0.1669642857142857,0.500669344042838,2.590067738235467
frozenset({'Income_High'}),"frozenset({'Total_Spent_High', 'Engagement_Score_High'})",0.1669642857142857,0.500669344042838,2.3076117914731626
frozenset({'Engagement_Score_High'}),"frozenset({'Total_Spent_High', 'Income_High'})",0.1669642857142857,0.5320056899004267,1.9345661450924607
"frozenset({'Income_Med', 'NumWebPurchases_High'})",frozenset({'Engagement_Score_High'}),0.090625,0.7463235294117647,2.378043678353276
"frozenset({'Income_Med', 'Engagement_Score_High'})",frozenset({'NumWebPurchases_High'}),0.090625,0.7992125984251969,2.8506946185866893
"frozenset({'NumWebPurchases_High', 'Engagement_Score_High'})",frozenset({'Income_Med'}),0.090625,0.4084507042253521,1.2264471547785372
frozenset({'Income_Med'}),"frozenset({'NumWebPurchases_High', 'Engagement_Score_High'})",0.090625,0.27211796246648795,1.2264471547785374
frozenset({'NumWebPurchases_High'}),"frozenset({'Income_Med', 'Engagement_Score_High'})",0.090625,0.3232484076433121,2.8506946185866893
frozenset({'Engagement_Score_High'}),"frozenset({'Income_Med', 'NumWebPurchases_High'})",0.090625,0.2887624466571835,2.3780436783532757
"frozenset({'Income_Med', 'Engagement_Score_High'})",frozenset({'Total_Spent_Med'}),0.06473214285714286,0.5708661417322836,1.7164297415843157
"frozenset({'Engagement_Score_High', 'Total_Spent_Med'})",frozenset({'Income_Med'}),0.06473214285714286,0.6682027649769585,2.006399723255211
frozenset({'Income_Med'}),"frozenset({'Engagement_Score_High', 'Total_Spent_Med'})",0.06473214285714286,0.19436997319034854,2.006399723255211
frozenset({'Total_Spent_Med'}),"frozenset({'Income_Med', 'Engagement_Score_High'})",0.06473214285714286,0.1946308724832215,1.7164297415843155
"frozenset({'NumWebPurchases_High', 'Recency_High'})",frozenset({'Engagement_Score_High'}),0.06517857142857143,0.7604166666666667,2.4229492650545286
"frozenset({'Engagement_Score_High', 'Recency_High'})",frozenset({'NumWebPurchases_High'}),0.06517857142857143,0.6431718061674009,2.2941159965206657
frozenset({'NumWebPurchases_High'}),"frozenset({'Engagement_Score_High', 'Recency_High'})",0.06517857142857143,0.23248407643312102,2.2941159965206657
frozenset({'Engagement_Score_High'}),"frozenset({'NumWebPurchases_High', 'Recency_High'})",0.06517857142857143,0.20768136557610242,2.422949265054528
"frozenset({'NumWebPurchases_High', 'Recency_Low'})",frozenset({'Engagement_Score_High'}),0.07767857142857143,0.8018433179723502,2.554948836782453
"frozenset({'Engagement_Score_High', 'Recency_Low'})",frozenset({'NumWebPurchases_High'}),0.07767857142857143,0.7404255319148936,2.641008266702805
"frozenset({'NumWebPurchases_High', 'Engagement_Score_High'})",frozenset({'Recency_Low'}),0.07767857142857143,0.3501006036217304,1.0278182858619607
frozenset({'Recency_Low'}),"frozenset({'NumWebPurchases_High', 'Engagement_Score_High'})",0.07767857142857143,0.22804718217562253,1.0278182858619607
frozenset({'NumWebPurchases_High'}),"frozenset({'Engagement_Score_High', 'Recency_Low'})",0.07767857142857143,0.2770700636942675,2.641008266702805
frozenset({'Engagement_Score_High'}),"frozenset({'NumWebPurchases_High', 'Recency_Low'})",0.07767857142857143,0.24751066856330015,2.554948836782453
"frozenset({'NumWebPurchases_High', 'Recency_Med'})",frozenset({'Engagement_Score_High'}),0.07901785714285714,0.8082191780821918,2.5752645219119623
"frozenset({'NumWebPurchases_High', 'Engagement_Score_High'})",frozenset({'Recency_Med'}),0.07901785714285714,0.3561368209255533,1.0913084526309704
"frozenset({'Recency_Med', 'Engagement_Score_High'})",frozenset({'NumWebPurchases_High'}),0.07901785714285714,0.7344398340248962,2.6196580067130055
frozenset({'NumWebPurchases_High'}),"frozenset({'Recency_Med', 'Engagement_Score_High'})",0.07901785714285714,0.2818471337579618,2.6196580067130055
frozenset({'Recency_Med'}),"frozenset({'NumWebPurchases_High', 'Engagement_Score_High'})",0.07901785714285714,0.24213406292749656,1.0913084526309704
frozenset({'Engagement_Score_High'}),"frozenset({'NumWebPurchases_High', 'Recency_Med'})",0.07901785714285714,0.25177809388335703,2.5752645219119623
"frozenset({'Total_Spent_High', 'NumWebPurchases_High'})",frozenset({'Engagement_Score_High'}),0.13973214285714286,0.8892045454545455,2.833311780680202
"frozenset({'Total_Spent_High', 'Engagement_Score_High'})",frozenset({'NumWebPurchases_High'}),0.13973214285714286,0.6440329218106996,2.297187491808865
"frozenset({'NumWebPurchases_High', 'Engagement_Score_High'})",frozenset({'Total_Spent_High'}),0.13973214285714286,0.6297786720321932,1.8884929388917173
frozenset({'Total_Spent_High'}),"frozenset({'NumWebPurchases_High', 'Engagement_Score_High'})",0.13973214285714286,0.4190093708165998,1.8884929388917173
frozenset({'NumWebPurchases_High'}),"frozenset({'Total_Spent_High', 'Engagement_Score_High'})",0.13973214285714286,0.4984076433121019,2.297187491808865
frozenset({'Engagement_Score_High'}),"frozenset({'Total_Spent_High', 'NumWebPurchases_High'})",0.13973214285714286,0.44523470839260315,2.833311780680202
"frozenset({'NumWebPurchases_High', 'Engagement_Score_High'})",frozenset({'Total_Spent_Med'}),0.08214285714285714,0.3702213279678069,1.1131486908025334
"frozenset({'Engagement_Score_High', 'Total_Spent_Med'})",frozenset({'NumWebPurchases_High'}),0.08214285714285714,0.847926267281106,3.0244503801109515
"frozenset({'NumWebPurchases_High', 'Total_Spent_Med'})",frozenset({'Engagement_Score_High'}),0.08214285714285714,0.6666666666666666,2.1242294926505454
frozenset({'Engagement_Score_High'}),"frozenset({'NumWebPurchases_High', 'Total_Spent_Med'})",0.08214285714285714,0.26173541963015645,2.124229492650545
frozenset({'NumWebPurchases_High'}),"frozenset({'Engagement_Score_High', 'Total_Spent_Med'})",0.08214285714285714,0.2929936305732484,3.024450380110951
frozenset({'Total_Spent_Med'}),"frozenset({'NumWebPurchases_High', 'Engagement_Score_High'})",0.08214285714285714,0.24697986577181208,1.1131486908025334
"frozenset({'Total_Spent_High', 'NumWebPurchases_Med'})",frozenset({'Engagement_Score_High'}),0.06651785714285714,0.4395280235988201,1.4004875858625279
"frozenset({'Engagement_Score_High', 'NumWebPurchases_Med'})",frozenset({'Total_Spent_High'}),0.06651785714285714,0.8232044198895027,2.4685112457195264
